"BC.MI.Open","BC.MI.High","BC.MI.Low","BC.MI.Close","BC.MI.Volume","BC.MI.Adjusted","Date"
30.5,30.5,28.5799999237061,29.5400009155273,282987,28.5182323455811,2020-02-27
28.5,30.1800003051758,28.5,30,228697,28.9623222351074,2020-02-28
31.0599994659424,31.2999992370605,29.5400009155273,30.9400005340576,249067,29.8698081970215,2020-03-02
31.2999992370605,31.5799999237061,30.6800003051758,30.8400001525879,169966,29.7732677459717,2020-03-03
30.9799995422363,31.3199996948242,30.3600006103516,31.0799999237061,158118,30.0049629211426,2020-03-04
31.5799999237061,31.5799999237061,29.5799999237061,29.6800003051758,107813,28.6533908843994,2020-03-05
29.2600002288818,29.3999996185303,28.3600006103516,29.3600006103516,171443,28.3444595336914,2020-03-06
27.7000007629395,27.8999996185303,26.8400001525879,26.9599990844727,251128,26.0274715423584,2020-03-09
27.1200008392334,27.7600002288818,26.7999992370605,27.2199993133545,246699,26.2784786224365,2020-03-10
27.2000007629395,27.4400005340576,26.4200000762939,26.7800006866455,232604,25.8537006378174,2020-03-11
26.0200004577637,26.6800003051758,25.1599998474121,26.2000007629395,415293,25.2937602996826,2020-03-12
27,28.2999992370605,25.8600006103516,26.9599990844727,374254,26.0274715423584,2020-03-13
26.6000003814697,27.7999992370605,25.1000003814697,26.9599990844727,294084,26.0274715423584,2020-03-16
27.6800003051758,28.5,26.7999992370605,26.8400001525879,214846,25.9116249084473,2020-03-17
26.8999996185303,28,26.7600002288818,27.0599994659424,78053,26.1240119934082,2020-03-18
28,28,25.4200000762939,25.4200000762939,166693,24.5407409667969,2020-03-19
26.5,26.7999992370605,24.7399997711182,25.0599994659424,201903,24.1931934356689,2020-03-20
25.0200004577637,25.0200004577637,23.7999992370605,23.7999992370605,230901,22.9767761230469,2020-03-23
24.7600002288818,26.3799991607666,24.1200008392334,26.1800003051758,191065,25.2744541168213,2020-03-24
26.7999992370605,27.6599998474121,26.6599998474121,26.6599998474121,145633,25.7378520965576,2020-03-25
26.4799995422363,28.3400001525879,26.1000003814697,28.0799999237061,70206,27.1087322235107,2020-03-26
27.5200004577637,28.2199993133545,26.6000003814697,26.7399997711182,59038,25.8150825500488,2020-03-27
26.7399997711182,26.7399997711182,25.7199993133545,26,70176,25.1006813049316,2020-03-30
26.3199996948242,27.8600006103516,26.1599998474121,27.6800003051758,70887,26.7225685119629,2020-03-31
27.9400005340576,28.9599990844727,27.1599998474121,27.7999992370605,75696,26.8384189605713,2020-04-01
27.3999996185303,28.5400009155273,26.8799991607666,27.2999992370605,92640,26.3557109832764,2020-04-02
27.1000003814697,27.3999996185303,25.2600002288818,25.6800003051758,122811,24.7917499542236,2020-04-03
26.2000007629395,26.2600002288818,24.6800003051758,24.6800003051758,173158,23.8263359069824,2020-04-06
25.8799991607666,25.8799991607666,24.8799991607666,24.8799991607666,132756,24.019416809082,2020-04-07
25,25.2199993133545,24.5,24.8199996948242,67794,23.9614944458008,2020-04-08
25.1000003814697,26,25.0200004577637,25.3199996948242,88849,24.4442005157471,2020-04-09
26.0400009155273,26.8999996185303,25.5799999237061,25.7999992370605,125440,24.9075965881348,2020-04-14
25.7999992370605,26.9400005340576,25.7999992370605,25.9400005340576,117443,25.0427570343018,2020-04-15
26,26.8999996185303,26,26.5400009155273,64538,25.6220016479492,2020-04-16
27,27.5,27,27.3400001525879,64848,26.3943309783936,2020-04-17
27.5400009155273,28.6200008392334,27.4200000762939,28.3999996185303,63854,27.4176635742188,2020-04-20
28.5799999237061,29.3999996185303,28.0599994659424,28.7999992370605,75081,27.8038291931152,2020-04-21
28.5200004577637,29.7600002288818,28.0400009155273,28.6200008392334,48322,27.6300582885742,2020-04-22
28.6200008392334,29.2999992370605,28.3799991607666,28.7399997711182,66015,27.7459049224854,2020-04-23
28.7800006866455,29.4799995422363,28.7800006866455,28.8199996948242,34130,27.8231372833252,2020-04-24
29.6200008392334,29.6399993896484,28.8600006103516,29.1000003814697,63490,28.0934524536133,2020-04-27
29.2999992370605,29.6800003051758,28.8600006103516,28.8600006103516,62117,27.8617553710938,2020-04-28
28.7999992370605,29.4200000762939,28.5599994659424,28.7800006866455,40542,27.7845211029053,2020-04-29
29.3799991607666,29.4400005340576,28.3199996948242,29.3799991607666,64098,28.3637657165527,2020-04-30
28.7999992370605,29.4799995422363,27.5400009155273,27.6200008392334,93402,26.664644241333,2020-05-04
28.3600006103516,28.4200000762939,27.3999996185303,27.4599990844727,65475,26.5101776123047,2020-05-05
28.3999996185303,28.3999996185303,27.1599998474121,27.6200008392334,55901,26.664644241333,2020-05-06
28.2000007629395,28.2000007629395,27.3799991607666,27.6000003814697,46388,26.645336151123,2020-05-07
28,28.1599998474121,26.7000007629395,27.1800003051758,88707,26.2398643493652,2020-05-08
27.7199993133545,27.7199993133545,26.6399993896484,26.6399993896484,62416,25.7185401916504,2020-05-11
26.6399993896484,27.2000007629395,26.5,26.7999992370605,38576,25.8730068206787,2020-05-12
27.1800003051758,27.2000007629395,26.2000007629395,26.3600006103516,45574,25.4482269287109,2020-05-13
26.2000007629395,26.9400005340576,25.9599990844727,26.5,58650,25.5833835601807,2020-05-14
26.2199993133545,27.2000007629395,26.2199993133545,26.7999992370605,60542,25.8730068206787,2020-05-15
27.3400001525879,28.1599998474121,27.0400009155273,27.6200008392334,55917,26.664644241333,2020-05-18
28.1000003814697,28.4599990844727,27.1200008392334,27.5,148283,26.5487957000732,2020-05-19
27.2999992370605,28.1599998474121,27.0200004577637,27.8999996185303,91229,26.9349575042725,2020-05-20
28.3199996948242,28.3199996948242,27.2999992370605,27.3999996185303,57662,26.4522533416748,2020-05-21
27,27.2199993133545,26.2600002288818,26.8199996948242,244809,25.8923168182373,2020-05-22
26.7999992370605,27.3199996948242,26.5200004577637,27,85579,26.066089630127,2020-05-25
27.0200004577637,28.3400001525879,27.0200004577637,27.9400005340576,83652,26.973575592041,2020-05-26
27.8799991607666,28.1000003814697,27.1599998474121,27.3199996948242,71913,26.375020980835,2020-05-27
27.6599998474121,29.6399993896484,27.2800006866455,29.6000003814697,213940,28.5761566162109,2020-05-28
29.5200004577637,29.5599994659424,28.8400001525879,29.2600002288818,133951,28.247917175293,2020-05-29
29.6800003051758,29.7999992370605,28.3400001525879,29.0200004577637,102691,28.0162200927734,2020-06-01
29.2999992370605,29.9799995422363,29.1599998474121,29.9799995422363,127065,28.9430122375488,2020-06-02
30.0200004577637,30.5,29.8799991607666,30.0599994659424,126266,29.0202484130859,2020-06-03
30.3999996185303,31.9599990844727,30.2199993133545,31.1000003814697,428781,30.0242748260498,2020-06-04
31.2999992370605,33.439998626709,30.7999992370605,33.439998626709,328700,32.2833366394043,2020-06-05
33,33.0400009155273,31.5,31.5,243839,30.4104385375977,2020-06-08
31.7600002288818,31.7800006866455,30.6599998474121,31.0799999237061,158897,30.0049629211426,2020-06-09
31.5200004577637,31.7399997711182,30.3799991607666,30.6599998474121,156584,29.5994930267334,2020-06-10
30.3600006103516,30.4200000762939,29.2600002288818,29.3199996948242,132062,28.3058414459229,2020-06-11
29.6599998474121,30.1399993896484,28.8600006103516,29.0799999237061,182805,28.0741443634033,2020-06-12
28.1599998474121,28.5400009155273,27.1800003051758,28.2999992370605,236210,27.3211231231689,2020-06-15
28.7800006866455,28.9400005340576,28.0200004577637,28.6000003814697,140499,27.610746383667,2020-06-16
28.8600006103516,28.9400005340576,28.3799991607666,28.6200008392334,73968,27.6300582885742,2020-06-17
28.6800003051758,28.7399997711182,28.2399997711182,28.5599994659424,75733,27.5721282958984,2020-06-18
28.6399993896484,28.6399993896484,28.0599994659424,28.4200000762939,83320,27.4369735717773,2020-06-19
28.1000003814697,28.5799999237061,28.1000003814697,28.4200000762939,24575,27.4369735717773,2020-06-22
28.2000007629395,28.6000003814697,27.3600006103516,28.0799999237061,143549,27.1087322235107,2020-06-23
28,28.3999996185303,27.5200004577637,27.5200004577637,135405,26.5681037902832,2020-06-24
27.5599994659424,27.7000007629395,26.3400001525879,26.4200000762939,238572,25.5061511993408,2020-06-25
26.5,26.9200000762939,26.3600006103516,26.4200000762939,109283,25.5061511993408,2020-06-26
26.3999996185303,26.8199996948242,26.0599994659424,26.2999992370605,91766,25.3903026580811,2020-06-29
26.5799999237061,26.7199993133545,25.9599990844727,26.4400005340576,156766,25.5254592895508,2020-06-30
26.1599998474121,26.6200008392334,25.1599998474121,25.2800006866455,247776,24.4055862426758,2020-07-01
25.3400001525879,25.7199993133545,25.2199993133545,25.3600006103516,168864,24.4828147888184,2020-07-02
25.6000003814697,25.6599998474121,25.2399997711182,25.5400009155273,69506,24.6565895080566,2020-07-03
25.8400001525879,25.8400001525879,24.9599990844727,25.1200008392334,151299,24.2511196136475,2020-07-06
25.3600006103516,25.3799991607666,24.8600006103516,25.1599998474121,161680,24.2897338867188,2020-07-07
25.2999992370605,25.6200008392334,24.7399997711182,25.4599990844727,258857,24.5793571472168,2020-07-08
25.6599998474121,26.1200008392334,25.6399993896484,25.7399997711182,131329,24.8496723175049,2020-07-09
25.7999992370605,25.8999996185303,24.8400001525879,25.2000007629395,302963,24.3283500671387,2020-07-10
25.3999996185303,25.9200000762939,25.2399997711182,25.7199993133545,78848,24.8303623199463,2020-07-13
25.7000007629395,25.7000007629395,24.7600002288818,25.1599998474121,113319,24.2897338867188,2020-07-14
25.3199996948242,25.6000003814697,24.5799999237061,25.2600002288818,176828,24.3862743377686,2020-07-15
25.2600002288818,25.3199996948242,24.7199993133545,24.7399997711182,105585,23.8842601776123,2020-07-16
25,25.0400009155273,24.6000003814697,24.7999992370605,151760,23.9421844482422,2020-07-17
24.6000003814697,25,24.5400009155273,25,74398,24.1352672576904,2020-07-20
25,25.5400009155273,24.8199996948242,25.0200004577637,93689,24.154577255249,2020-07-21
25,25.2000007629395,24.7399997711182,24.8999996185303,64924,24.0387268066406,2020-07-22
25.2600002288818,25.2600002288818,24.5599994659424,24.7600002288818,143705,23.9035701751709,2020-07-23
24.5,24.5599994659424,23.8999996185303,23.9799995422363,166387,23.1505508422852,2020-07-24
24.1000003814697,24.4400005340576,23.9599990844727,24.2199993133545,91810,23.3822460174561,2020-07-27
24.1000003814697,24.5200004577637,23.7000007629395,23.8999996185303,88228,23.073314666748,2020-07-28
24.3600006103516,24.6599998474121,24,24.6200008392334,75630,23.7684116363525,2020-07-29
24.6599998474121,24.7600002288818,24.0799999237061,24.4400005340576,69021,23.5946369171143,2020-07-30
24.1599998474121,24.7000007629395,24.1399993896484,24.6399993896484,148705,23.7877197265625,2020-07-31
24.7399997711182,25.1800003051758,24.2199993133545,25.1399993896484,138890,24.2704257965088,2020-08-03
25.1399993896484,25.5200004577637,25.0599994659424,25.5200004577637,204326,24.6372814178467,2020-08-04
25.6200008392334,26,25.2399997711182,25.9799995422363,277635,25.0813694000244,2020-08-05
26,26.1200008392334,25.7399997711182,25.7999992370605,237909,24.9075965881348,2020-08-06
25.7800006866455,25.8600006103516,24.8999996185303,25,140861,24.1352672576904,2020-08-07
25,25.2800006866455,24.8999996185303,25.2199993133545,88790,24.3476581573486,2020-08-10
25.3999996185303,26.3600006103516,25.3799991607666,26.3600006103516,118308,25.4482269287109,2020-08-11
26.3600006103516,26.4599990844727,26.0799999237061,26.4599990844727,63953,25.5447673797607,2020-08-12
26.6399993896484,27,26.4799995422363,27,136552,26.066089630127,2020-08-13
26.8999996185303,27.1000003814697,26.6599998474121,27.0400009155273,150275,26.1047077178955,2020-08-14
27.0200004577637,27.1599998474121,26.7999992370605,27.0200004577637,92845,26.0853996276855,2020-08-17
27.0599994659424,27.0599994659424,26.4200000762939,26.6599998474121,97385,25.7378520965576,2020-08-18
26.7000007629395,26.7600002288818,25.6599998474121,25.7999992370605,119570,24.9075965881348,2020-08-19
25.7399997711182,25.7399997711182,25.2399997711182,25.2600002288818,76062,24.3862743377686,2020-08-20
25.3999996185303,25.4400005340576,24.7600002288818,25.2000007629395,42190,24.3283500671387,2020-08-21
25.6399993896484,25.7000007629395,25.0200004577637,25.2600002288818,54908,24.3862743377686,2020-08-24
25.5200004577637,25.5200004577637,25,25.3199996948242,100355,24.4442005157471,2020-08-25
25.3199996948242,26,25.1399993896484,26,110610,25.1006813049316,2020-08-26
25.9400005340576,26.0200004577637,25.3799991607666,26.0200004577637,67893,25.119987487793,2020-08-27
26.6399993896484,27.8999996185303,25.6800003051758,25.8400001525879,372331,24.9462146759033,2020-08-28
26.2800006866455,26.8199996948242,25.8799991607666,26.4400005340576,120300,25.5254592895508,2020-08-31
26.3199996948242,26.3199996948242,25.2199993133545,25.3199996948242,226154,24.4442005157471,2020-09-01
25.7800006866455,25.8400001525879,25.3400001525879,25.7000007629395,99029,24.811056137085,2020-09-02
25.9200000762939,26.6800003051758,25.8400001525879,26.2000007629395,156238,25.2937602996826,2020-09-03
25.9200000762939,26.4200000762939,25.5200004577637,25.7199993133545,88659,24.8303623199463,2020-09-04
25.7600002288818,26.1599998474121,25.7600002288818,25.9799995422363,35557,25.0813694000244,2020-09-07
25.9799995422363,25.9799995422363,25.1399993896484,25.4799995422363,81718,24.5986652374268,2020-09-08
25.5,25.8999996185303,25.2199993133545,25.6200008392334,105106,24.7338237762451,2020-09-09
25.6599998474121,25.7199993133545,25.1399993896484,25.2800006866455,88485,24.4055862426758,2020-09-10
25.3999996185303,25.8999996185303,25.2800006866455,25.8799991607666,98267,24.9848289489746,2020-09-11
25.9200000762939,26.2399997711182,25.6800003051758,25.8199996948242,58115,24.9269046783447,2020-09-14
25.7399997711182,27.3600006103516,25.7399997711182,26.9599990844727,207237,26.0274715423584,2020-09-15
26.9599990844727,27.6599998474121,26.8400001525879,27.3999996185303,181790,26.4522533416748,2020-09-16
27.0400009155273,27.9799995422363,26.5,27.7199993133545,95199,26.7611827850342,2020-09-17
27.6800003051758,27.7199993133545,27.1200008392334,27.1599998474121,129339,26.2205562591553,2020-09-18
27.0400009155273,27.0599994659424,25.8199996948242,26.0200004577637,91247,25.119987487793,2020-09-21
26.2000007629395,26.2000007629395,25.3400001525879,25.5,88079,24.6179752349854,2020-09-22
25.7999992370605,25.9799995422363,25.6599998474121,25.8799991607666,64166,24.9848289489746,2020-09-23
25.7800006866455,25.7800006866455,25.0599994659424,25.2600002288818,125636,24.3862743377686,2020-09-24
25.4599990844727,25.6399993896484,24.9200000762939,25.3400001525879,150658,24.4635105133057,2020-09-25
25.6599998474121,26.1800003051758,25.1800003051758,26.1399993896484,93518,25.2358341217041,2020-09-28
26.1399993896484,26.1800003051758,25.4400005340576,25.5200004577637,87558,24.6372814178467,2020-09-29
25.2600002288818,26.2000007629395,25.2399997711182,26.0400009155273,66421,25.1392955780029,2020-09-30
26.0799999237061,27.1399993896484,25.7999992370605,26.5599994659424,198480,25.6413078308105,2020-10-01
26.4799995422363,26.5200004577637,25.9200000762939,26.2199993133545,61832,25.3130683898926,2020-10-02
26.1800003051758,27.2600002288818,25.9200000762939,27.2399997711182,116003,26.2977867126465,2020-10-05
27.3999996185303,27.7999992370605,26.8799991607666,27.7399997711182,73826,26.7804927825928,2020-10-06
27.4400005340576,28,27.2800006866455,27.8999996185303,79212,26.9349575042725,2020-10-07
27.6000003814697,28.8600006103516,27.6000003814697,28.2600002288818,170793,27.282506942749,2020-10-08
28.5,28.9799995422363,27.5799999237061,27.6800003051758,229172,26.7225685119629,2020-10-09
27.3999996185303,27.9400005340576,27.3999996185303,27.5599994659424,81019,26.6067180633545,2020-10-12
27.5,27.5400009155273,27.1200008392334,27.4599990844727,72518,26.5101776123047,2020-10-13
27.5,28.1800003051758,27.4599990844727,27.7999992370605,76117,26.8384189605713,2020-10-14
27.3600006103516,27.4400005340576,26.7399997711182,26.9799995422363,174119,26.0467834472656,2020-10-15
27.2399997711182,27.8799991607666,26.7600002288818,27.4599990844727,156120,26.5101776123047,2020-10-16
27.7800006866455,27.8400001525879,27.1399993896484,27.2000007629395,54546,26.2591724395752,2020-10-19
26.8600006103516,27.3999996185303,26.8400001525879,27.3400001525879,42997,26.3943309783936,2020-10-20
27.1000003814697,27.1800003051758,26.5599994659424,27.1399993896484,94054,26.2012481689453,2020-10-21
27.0599994659424,27.3199996948242,26.6000003814697,27.2000007629395,45131,26.2591724395752,2020-10-22
27.2800006866455,27.6000003814697,27.2199993133545,27.3600006103516,35799,26.4136390686035,2020-10-23
27.1800003051758,27.3400001525879,26.7199993133545,26.7600002288818,48345,25.8343925476074,2020-10-26
26.7600002288818,26.9799995422363,26.4599990844727,26.6800003051758,46683,25.7571601867676,2020-10-27
26.3199996948242,26.6000003814697,25.9799995422363,26.3799991607666,112146,25.4675331115723,2020-10-28
26.1200008392334,26.5200004577637,25.4400005340576,25.4400005340576,62206,24.5600490570068,2020-10-29
25.2999992370605,25.9599990844727,25,25.7600002288818,111030,24.8689804077148,2020-10-30
25.7800006866455,25.7800006866455,25.3600006103516,25.6599998474121,86901,24.7724380493164,2020-11-02
25.6599998474121,26.7199993133545,25.5599994659424,26.4400005340576,61056,25.5254592895508,2020-11-03
26.2600002288818,27,25.9799995422363,26.7600002288818,109182,25.8343925476074,2020-11-04
27.0400009155273,27.3600006103516,26.7999992370605,27.2399997711182,149675,26.2977867126465,2020-11-05
27.4599990844727,27.5799999237061,26.7800006866455,27.1399993896484,60154,26.2012481689453,2020-11-06
27.2800006866455,28.1800003051758,27.1599998474121,27.6800003051758,150258,26.7225685119629,2020-11-09
27.5,28.2999992370605,27.5,28.2999992370605,113799,27.3211231231689,2020-11-10
28.2999992370605,29.6800003051758,28.1000003814697,29.1399993896484,240876,28.1320686340332,2020-11-11
28.8199996948242,29.1800003051758,27.8400001525879,27.9599990844727,120983,26.9928817749023,2020-11-12
27.7399997711182,28.7399997711182,27.7399997711182,28.2800006866455,166847,27.301815032959,2020-11-13
28.7800006866455,30,28.5200004577637,29.9799995422363,191239,28.9430122375488,2020-11-16
29.9799995422363,31.5400009155273,29.8600006103516,30.8999996185303,364538,29.8311920166016,2020-11-17
30.8999996185303,31.2000007629395,30.5599994659424,31.0799999237061,122780,30.0049629211426,2020-11-18
31,31.7800006866455,31,31.2199993133545,166317,30.1401233673096,2020-11-19
31.8999996185303,33.1399993896484,31.3199996948242,32.9000015258789,392879,31.7620143890381,2020-11-20
32.9599990844727,33.4799995422363,32.8800010681152,33.2999992370605,220738,32.1481781005859,2020-11-23
33.5,33.5,32.8400001525879,33.3600006103516,179044,32.2061042785645,2020-11-24
33.3800010681152,33.439998626709,32.7400016784668,32.9799995422363,112416,31.8392486572266,2020-11-25
33.0200004577637,33.2999992370605,32.9199981689453,33.1199989318848,79399,31.9744033813477,2020-11-26
33.2599983215332,33.3800010681152,32.9799995422363,33.0999984741211,74582,31.9550933837891,2020-11-27
32.7999992370605,33.1399993896484,32.7999992370605,32.8800010681152,106477,31.7427024841309,2020-11-30
33.0200004577637,33.7000007629395,32.939998626709,33.5400009155273,103648,32.3798751831055,2020-12-01
33.5,34.5400009155273,33.2000007629395,34.4599990844727,152773,33.2680549621582,2020-12-02
34.6800003051758,35.5999984741211,34.2400016784668,35.4000015258789,211222,34.1755409240723,2020-12-03
35.5,35.5999984741211,35.1399993896484,35.3800010681152,106108,34.1562309265137,2020-12-04
35.1800003051758,35.6800003051758,35,35.1399993896484,97549,33.9245338439941,2020-12-07
34.9799995422363,36.3199996948242,34.9799995422363,36.2400016784668,113207,34.9864883422852,2020-12-08
36.4799995422363,36.7799987792969,35.6399993896484,36.439998626709,109825,35.1795692443848,2020-12-09
36.4799995422363,36.9799995422363,35.8800010681152,36.6399993896484,156163,35.3726463317871,2020-12-10
36.7400016784668,36.7400016784668,35.5,35.6199989318848,123068,34.3879280090332,2020-12-11
35.1599998474121,35.9000015258789,35.1599998474121,35.8199996948242,167664,34.5810089111328,2020-12-14
36,36.7999992370605,35.7000007629395,36.5400009155273,187205,35.2761116027832,2020-12-15
36.7000007629395,36.7999992370605,36.2799987792969,36.3800010681152,99555,35.1216430664062,2020-12-16
36.7799987792969,36.7799987792969,36.2200012207031,36.2400016784668,103103,34.9864883422852,2020-12-17
36.1399993896484,36.4000015258789,35.9199981689453,36.1199989318848,149029,34.8706398010254,2020-12-18
35.8600006103516,36,35.2999992370605,36,73509,34.7547874450684,2020-12-21
36,36.939998626709,35.7200012207031,36.9199981689453,77361,35.6429595947266,2020-12-22
37,37,36.2599983215332,36.2999992370605,47270,35.0444107055664,2020-12-23
36.6399993896484,36.7599983215332,36.2599983215332,36.4799995422363,50727,35.2181854248047,2020-12-28
36.6599998474121,36.939998626709,35.7400016784668,36.2999992370605,129323,35.0444107055664,2020-12-29
36.1599998474121,36.3199996948242,35.6599998474121,35.7000007629395,91616,34.4651641845703,2020-12-30
35.7400016784668,36.2400016784668,35.5999984741211,35.8400001525879,126398,34.6003227233887,2021-01-04
35.5999984741211,36,34.4199981689453,34.5800018310547,139911,33.3839073181152,2021-01-05
34.6399993896484,34.8400001525879,33.2999992370605,33.4199981689453,171180,32.2640228271484,2021-01-06
33.5200004577637,34.1199989318848,33.439998626709,33.6599998474121,117771,32.4957237243652,2021-01-07
33.6399993896484,34.2400016784668,33.6399993896484,34.2400016784668,101739,33.0556640625,2021-01-08
34.5800018310547,36.1199989318848,34.5800018310547,35.2799987792969,318056,34.059684753418,2021-01-11
35.7599983215332,36.2799987792969,34.5,34.7400016784668,122423,33.5383682250977,2021-01-12
34.939998626709,35.7200012207031,34.5999984741211,35.5200004577637,82467,34.291389465332,2021-01-13
35.4199981689453,35.6399993896484,34.7799987792969,34.8600006103516,37394,33.6542167663574,2021-01-14
34.6599998474121,34.8199996948242,33.8400001525879,34.1800003051758,44618,32.9977378845215,2021-01-15
34.439998626709,34.939998626709,34.2599983215332,34.939998626709,27276,33.7314529418945,2021-01-18
34.8600006103516,34.8600006103516,34.3800010681152,34.5,45001,33.3066673278809,2021-01-19
34.7000007629395,34.7999992370605,34.0400009155273,34.2400016784668,62931,33.0556640625,2021-01-20
34.6399993896484,34.939998626709,34.3199996948242,34.8400001525879,35700,33.6349105834961,2021-01-21
34.6399993896484,34.8199996948242,34,34.3800010681152,25500,33.1908187866211,2021-01-22
34.6800003051758,34.6800003051758,33.4000015258789,33.5400009155273,94928,32.3798751831055,2021-01-25
33.560001373291,34.4599990844727,33.1800003051758,34.1399993896484,36839,32.9591217041016,2021-01-26
34.0200004577637,34.3800010681152,33.560001373291,34.0800018310547,74474,32.9011993408203,2021-01-27
34.0999984741211,34.2999992370605,33.439998626709,34,67031,32.8239631652832,2021-01-28
33.5400009155273,33.7000007629395,33.0400009155273,33.0400009155273,68620,31.8971748352051,2021-01-29
33.2999992370605,33.6599998474121,33.0800018310547,33.2200012207031,46416,32.0709457397461,2021-02-01
33.2999992370605,34.4000015258789,33.2799987792969,33.6199989318848,96187,32.4571113586426,2021-02-02
34.3800010681152,34.3800010681152,33.5,33.5200004577637,80484,32.3605651855469,2021-02-03
33.4799995422363,34.2599983215332,33.3199996948242,33.5999984741211,152643,32.4377975463867,2021-02-04
33.6399993896484,34.5400009155273,33.6399993896484,34.5400009155273,176528,33.345287322998,2021-02-05
35.1399993896484,35.2799987792969,34.4000015258789,34.4000015258789,67385,33.210132598877,2021-02-08
34.6199989318848,35.1800003051758,34.4599990844727,35,66747,33.7893753051758,2021-02-09
35.0999984741211,35.2000007629395,34.7400016784668,34.7599983215332,59073,33.557674407959,2021-02-10
34.7599983215332,35.4199981689453,34.7599983215332,35.2000007629395,38838,33.9824562072754,2021-02-11
35.1199989318848,35.4199981689453,34.9599990844727,35.1800003051758,32881,33.9631500244141,2021-02-12
35.5,35.7000007629395,35.2599983215332,35.6800003051758,51716,34.4458541870117,2021-02-15
35.6399993896484,35.7999992370605,35.3199996948242,35.3199996948242,31836,34.0983047485352,2021-02-16
35.2999992370605,35.2999992370605,34.439998626709,34.5400009155273,32396,33.345287322998,2021-02-17
