"TRN.MI.Open","TRN.MI.High","TRN.MI.Low","TRN.MI.Close","TRN.MI.Volume","TRN.MI.Adjusted","Date"
6.50400018692017,6.57999992370605,6.48799991607666,6.54400014877319,4965657,5.13911151885986,2020-02-13
6.59000015258789,6.59000015258789,6.48600006103516,6.49399995803833,5667030,5.09984588623047,2020-02-14
6.5,6.57800006866455,6.45800018310547,6.57800006866455,4031091,5.16581249237061,2020-02-17
6.54199981689453,6.66400003433228,6.53999996185303,6.66400003433228,6624996,5.23335075378418,2020-02-18
6.70800018310547,6.79400014877319,6.67399978637695,6.78599977493286,4728425,5.32915830612183,2020-02-19
6.80800008773804,6.80800008773804,6.67799997329712,6.67799997329712,4322215,5.24434423446655,2020-02-20
6.65799999237061,6.72599983215332,6.63600015640259,6.65000009536743,5580922,5.22235536575317,2020-02-21
6.44399976730347,6.51999998092651,6.31599998474121,6.37400007247925,11438051,5.00560760498047,2020-02-24
6.3899998664856,6.42999982833862,6.29400014877319,6.30000019073486,7181751,4.9474949836731,2020-02-25
6.28999996185303,6.41200017929077,6.15199995040894,6.38000011444092,7075563,5.01032018661499,2020-02-26
6.27199983596802,6.42000007629395,6.2519998550415,6.2960000038147,7595263,4.9443531036377,2020-02-27
6.17999982833862,6.19199991226196,5.9060001373291,5.98999977111816,15787449,4.70404624938965,2020-02-28
6.08199977874756,6.10799980163574,5.89599990844727,6.07200002670288,10112181,4.76844263076782,2020-03-02
6.19000005722046,6.25600004196167,6.09600019454956,6.12799978256226,8122355,4.81242084503174,2020-03-03
6.13399982452393,6.4060001373291,6.07600021362305,6.4060001373291,9985342,5.03073930740356,2020-03-04
6.44000005722046,6.50799989700317,6.32600021362305,6.3899998664856,9511101,5.01817321777344,2020-03-05
6.28999996185303,6.31599998474121,6.01999998092651,6.01999998092651,11561101,4.72760581970215,2020-03-06
5.40000009536743,5.74599981307983,5.26800012588501,5.57600021362305,17393100,4.37892580032349,2020-03-09
5.55600023269653,5.7020001411438,5.42000007629395,5.42000007629395,17744678,4.25641632080078,2020-03-10
5.61999988555908,5.67999982833862,5.51800012588501,5.53999996185303,13516842,4.35065460205078,2020-03-11
5.32999992370605,5.56799983978271,4.71199989318848,4.71199989318848,24623595,3.7004120349884,2020-03-12
4.97300004959106,5.55800008773804,4.90399980545044,4.96400022506714,18399389,3.8983108997345,2020-03-13
4.96000003814697,4.96000003814697,4.52799987792969,4.8289999961853,14552592,3.79229426383972,2020-03-16
4.98899984359741,5.26200008392334,4.85099983215332,5.20599985122681,15014476,4.08835792541504,2020-03-17
5.17000007629395,5.55999994277954,5.05000019073486,5.41400003433228,9150903,4.25170421600342,2020-03-18
5.53999996185303,5.80000019073486,5.41599988937378,5.71400022506714,14060151,4.4872989654541,2020-03-19
5.65999984741211,5.81799983978271,5.36999988555908,5.36999988555908,22328930,4.21715021133423,2020-03-20
5.1399998664856,5.3600001335144,5.10799980163574,5.16200017929077,11805489,4.05380439758301,2020-03-23
5.39599990844727,5.46199989318848,5.26000022888184,5.46199989318848,10270936,4.28939914703369,2020-03-24
5.53000020980835,5.6100001335144,5.26800012588501,5.53000020980835,8786016,4.34280109405518,2020-03-25
5.38800001144409,5.58199977874756,5.36999988555908,5.58199977874756,8031231,4.38363695144653,2020-03-26
5.55800008773804,5.78999996185303,5.51800012588501,5.74399995803833,9024613,4.51085901260376,2020-03-27
5.78000020980835,5.84999990463257,5.63399982452393,5.77400016784668,6395107,4.5344181060791,2020-03-30
5.75400018692017,5.8600001335144,5.63600015640259,5.76999998092651,9668632,4.53127717971802,2020-03-31
5.59999990463257,5.75799989700317,5.45599985122681,5.45599985122681,7456021,4.28468656539917,2020-04-01
5.5019998550415,5.61800003051758,5.44600009918213,5.6100001335144,6285405,4.40562582015991,2020-04-02
5.51399993896484,5.60400009155273,5.47399997711182,5.51999998092651,5912482,4.33494806289673,2020-04-03
5.61800003051758,5.70800018310547,5.55200004577637,5.55999994277954,5534865,4.36636114120483,2020-04-06
5.70800018310547,5.73000001907349,5.46999979019165,5.5,8680279,4.31924152374268,2020-04-07
5.4520001411438,5.57600021362305,5.43800020217896,5.4980001449585,5555886,4.31767129898071,2020-04-08
5.56199979782104,5.63000011444092,5.45599985122681,5.53599977493286,6527527,4.34751224517822,2020-04-09
5.60799980163574,5.61800003051758,5.47399997711182,5.52799987792969,5480671,4.34123039245605,2020-04-14
5.48000001907349,5.58199977874756,5.42999982833862,5.42999982833862,6056622,4.26426887512207,2020-04-15
5.47200012207031,5.5460000038147,5.40799999237061,5.44000005722046,6481476,4.27212285995483,2020-04-16
5.52400016784668,5.5479998588562,5.44999980926514,5.49599981307983,4837757,4.31610012054443,2020-04-17
5.48400020599365,5.49200010299683,5.33799982070923,5.36199998855591,4004619,4.2108678817749,2020-04-20
5.32800006866455,5.40799999237061,5.28800010681152,5.28800010681152,3979466,4.15275430679321,2020-04-21
5.30999994277954,5.40199995040894,5.30399990081787,5.40199995040894,3852837,4.24228000640869,2020-04-22
5.40999984741211,5.43200016021729,5.32999992370605,5.36199998855591,3875951,4.2108678817749,2020-04-23
5.28000020980835,5.65799999237061,5.26000022888184,5.58799982070923,6474333,4.3883490562439,2020-04-24
5.67999982833862,5.71000003814697,5.61600017547607,5.71000003814697,3453805,4.48415803909302,2020-04-27
5.71799993515015,5.77799987792969,5.64200019836426,5.6560001373291,5392857,4.44175148010254,2020-04-28
5.62200021743774,5.80000019073486,5.62200021743774,5.75600004196167,4135919,4.52028274536133,2020-04-29
5.82600021362305,5.82600021362305,5.69999980926514,5.71999979019165,4692124,4.49201059341431,2020-04-30
5.62599992752075,5.65199995040894,5.44399976730347,5.44399976730347,6060891,4.27526330947876,2020-05-04
5.46999979019165,5.69399976730347,5.44399976730347,5.69399976730347,4953071,4.47159337997437,2020-05-05
5.6399998664856,5.68599987030029,5.59999990463257,5.60799980163574,3335975,4.40405511856079,2020-05-06
5.59200000762939,5.68400001525879,5.56400012969971,5.65000009536743,3512599,4.43703937530518,2020-05-07
5.68599987030029,5.78399991989136,5.64400005340576,5.77600002288818,2447578,4.53598880767822,2020-05-08
5.80000019073486,5.80000019073486,5.65000009536743,5.65799999237061,3546788,4.44332075119019,2020-05-11
5.65199995040894,5.74200010299683,5.65199995040894,5.74200010299683,2860551,4.50928831100464,2020-05-12
5.75,5.82800006866455,5.71799993515015,5.80600023269653,4992664,4.55954837799072,2020-05-13
5.76000022888184,5.78399991989136,5.5479998588562,5.64400005340576,4293580,4.4323263168335,2020-05-14
5.67999982833862,5.7039999961853,5.53599977493286,5.53800010681152,4514120,4.34908390045166,2020-05-15
5.59999990463257,5.61999988555908,5.50799989700317,5.59600019454956,5047147,4.39463233947754,2020-05-18
5.65799999237061,5.65799999237061,5.5,5.5,7397536,4.31924152374268,2020-05-19
5.51000022888184,5.64599990844727,5.46199989318848,5.62799978256226,5422348,4.41976165771484,2020-05-20
5.57000017166138,5.62400007247925,5.53800010681152,5.59200000762939,4240729,4.39149045944214,2020-05-21
5.53399991989136,5.71000003814697,5.51800012588501,5.69000005722046,5382724,4.46845149993896,2020-05-22
5.71799993515015,5.88800001144409,5.67399978637695,5.85799980163574,4462938,4.6003851890564,2020-05-25
5.90399980545044,5.94999980926514,5.73999977111816,5.81400012969971,5699137,4.56583118438721,2020-05-26
5.81599998474121,5.83799982070923,5.7020001411438,5.74599981307983,6881704,4.51242876052856,2020-05-27
5.79199981689453,5.99200010299683,5.73400020599365,5.98600006103516,6634165,4.70090436935425,2020-05-28
5.96999979019165,6.13600015640259,5.96999979019165,6.07000017166138,16198148,4.76687145233154,2020-05-29
6.0939998626709,6.15000009536743,6.05399990081787,6.1100001335144,4598897,4.79828405380249,2020-06-01
6.17999982833862,6.2519998550415,6.12400007247925,6.22599983215332,6383169,4.88938093185425,2020-06-02
6.26999998092651,6.39200019836426,6.21999979019165,6.39200019836426,8294282,5.01974391937256,2020-06-03
6.35599994659424,6.47800016403198,6.32200002670288,6.36999988555908,6593252,5.00246715545654,2020-06-04
6.37200021743774,6.39200019836426,6.19999980926514,6.26800012588501,10026771,4.92236471176147,2020-06-05
6.22399997711182,6.32399988174438,6.19199991226196,6.28399991989136,4373526,4.93492984771729,2020-06-08
6.28399991989136,6.32800006866455,6.1399998664856,6.18400001525879,7155569,4.8563985824585,2020-06-09
6.21999979019165,6.23600006103516,6.11600017547607,6.16200017929077,5330087,4.83912038803101,2020-06-10
6.1100001335144,6.16400003433228,6.0019998550415,6.0019998550415,6759617,4.71347045898438,2020-06-11
5.96999979019165,6.14400005340576,5.9520001411438,6.04199981689453,4926727,4.74488306045532,2020-06-12
5.94999980926514,6.18400001525879,5.9060001373291,6.17399978637695,5272576,4.84854459762573,2020-06-15
6.21999979019165,6.34200000762939,6.16599988937378,6.33599996566772,6958196,4.97576665878296,2020-06-16
6.30200004577637,6.37400007247925,6.28999996185303,6.29199981689453,4935965,4.94121170043945,2020-06-17
6.29400014877319,6.38800001144409,6.26200008392334,6.36800003051758,8815382,5.00089597702026,2020-06-18
6.39799976348877,6.62400007247925,6.35799980163574,6.55399990081787,18422366,5.14696455001831,2020-06-19
6.35799980163574,6.37200021743774,6.13199996948242,6.1560001373291,12061107,4.95949363708496,2020-06-22
6.18800020217896,6.19799995422363,6.11600017547607,6.15799999237061,6550784,4.96110486984253,2020-06-23
6.15999984741211,6.17399978637695,5.99599981307983,5.99599981307983,4741647,4.83059120178223,2020-06-24
6,6.07600021362305,5.89799976348877,6.00600004196167,5794015,4.83864784240723,2020-06-25
6.03999996185303,6.17199993133545,6.03800010681152,6.07600021362305,4953251,4.89504241943359,2020-06-26
6.07600021362305,6.09600019454956,6.0019998550415,6.07800006866455,3430809,4.89665412902832,2020-06-29
6.07800006866455,6.18599987030029,6.02600002288818,6.11800003051758,6902577,4.92887926101685,2020-06-30
6.10200023651123,6.1560001373291,5.98999977111816,6.15000009536743,4656109,4.95466041564941,2020-07-01
6.17999982833862,6.28399991989136,6.15199995040894,6.28399991989136,4998338,5.06261539459229,2020-07-02
6.28399991989136,6.30200004577637,6.17399978637695,6.21000003814697,2614846,5.00299835205078,2020-07-03
6.28000020980835,6.30000019073486,6.22800016403198,6.26999998092651,3513569,5.05133581161499,2020-07-06
6.22399997711182,6.27600002288818,6.17799997329712,6.25,3714358,5.03522348403931,2020-07-07
6.25,6.31799983978271,6.24200010299683,6.30999994277954,3858796,5.08356189727783,2020-07-08
6.30200004577637,6.30600023269653,6.1560001373291,6.1560001373291,5826562,4.95949363708496,2020-07-09
6.13000011444092,6.17600011825562,6.08599996566772,6.12400007247925,4647231,4.93371295928955,2020-07-10
6.18800020217896,6.23000001907349,6.1560001373291,6.20800018310547,4522387,5.00138664245605,2020-07-13
6.17000007629395,6.22800016403198,6.10400009155273,6.22399997711182,4345508,5.01427698135376,2020-07-14
6.23999977111816,6.27799987792969,6.15199995040894,6.2480001449585,4787799,5.03361225128174,2020-07-15
6.18800020217896,6.30600023269653,6.18599987030029,6.28000020980835,3728747,5.05939292907715,2020-07-16
6.30399990081787,6.39400005340576,6.26599979400635,6.38600015640259,5121202,5.14479064941406,2020-07-17
6.38600015640259,6.44799995422363,6.31400012969971,6.42799997329712,3599770,5.178626537323,2020-07-20
6.44799995422363,6.52199983596802,6.35400009155273,6.38000011444092,5237120,5.13995599746704,2020-07-21
6.33599996566772,6.39799976348877,6.32399988174438,6.39400005340576,2955511,5.15123462677002,2020-07-22
6.40000009536743,6.40000009536743,6.30200004577637,6.34200000762939,3080175,5.10934162139893,2020-07-23
6.30800008773804,6.37799978256226,6.27600002288818,6.2960000038147,4142668,5.07228231430054,2020-07-24
6.28599977493286,6.35400009155273,6.25799989700317,6.30800008773804,2547622,5.08195018768311,2020-07-27
6.30399990081787,6.39799976348877,6.24200010299683,6.39799976348877,3558478,5.15445756912231,2020-07-28
6.40000009536743,6.43200016021729,6.34600019454956,6.40000009536743,3480521,5.15606880187988,2020-07-29
6.40000009536743,6.44399976730347,6.22800016403198,6.25,7010667,5.03522348403931,2020-07-30
6.30000019073486,6.46199989318848,6.2979998588562,6.30600023269653,5363181,5.08033895492554,2020-07-31
6.31799983978271,6.34600019454956,6.21000003814697,6.28000020980835,4819726,5.05939292907715,2020-08-03
6.30999994277954,6.31599998474121,6.14599990844727,6.22399997711182,5228610,5.01427698135376,2020-08-04
6.22599983215332,6.27400016784668,6.15000009536743,6.15000009536743,3703110,4.95466041564941,2020-08-05
6.13000011444092,6.19799995422363,6.06199979782104,6.11999988555908,3684870,4.93049049377441,2020-08-06
6.13399982452393,6.15399980545044,6.07999992370605,6.13600015640259,2345250,4.94338130950928,2020-08-07
6.15199995040894,6.19399976730347,6.11199998855591,6.19000005722046,2404137,4.9868860244751,2020-08-10
6.21000003814697,6.3899998664856,6.19199991226196,6.31599998474121,5599884,5.08839511871338,2020-08-11
6.28200006484985,6.48600006103516,6.26000022888184,6.48600006103516,4591172,5.22535371780396,2020-08-12
6.43800020217896,6.46400022506714,6.35599994659424,6.3899998664856,4039175,5.14801263809204,2020-08-13
6.34200000762939,6.41400003433228,6.27400016784668,6.30600023269653,3540744,5.08033895492554,2020-08-14
6.30000019073486,6.33799982070923,6.23600006103516,6.32999992370605,2587210,5.09967422485352,2020-08-17
6.30999994277954,6.38800001144409,6.26999998092651,6.27799987792969,3836492,5.05778074264526,2020-08-18
6.28800010681152,6.3600001335144,6.23999977111816,6.35400009155273,2688946,5.11900949478149,2020-08-19
6.34200000762939,6.34200000762939,6.24200010299683,6.26000022888184,3154660,5.04328012466431,2020-08-20
6.26599979400635,6.30200004577637,6.2039999961853,6.2960000038147,3790754,5.07228231430054,2020-08-21
6.34000015258789,6.48199987411499,6.34000015258789,6.43800020217896,4677184,5.18668270111084,2020-08-24
6.44799995422363,6.50600004196167,6.37200021743774,6.37200021743774,3104899,5.13351106643677,2020-08-25
6.34999990463257,6.40399980545044,6.21400022506714,6.27600002288818,5410114,5.05617046356201,2020-08-26
6.26200008392334,6.28800010681152,6.16599988937378,6.16599988937378,2962368,4.96755027770996,2020-08-27
6.19999980926514,6.2039999961853,6.09200000762939,6.09999990463257,3683150,4.91437816619873,2020-08-28
6.15000009536743,6.18400001525879,6.05800008773804,6.05800008773804,4399805,4.88054132461548,2020-08-31
6.11800003051758,6.16200017929077,6.03599977493286,6.03599977493286,3720599,4.86281728744507,2020-09-01
6.08400011062622,6.20800018310547,6.05800008773804,6.20800018310547,4352932,5.00138664245605,2020-09-02
6.23999977111816,6.28000020980835,6.06799983978271,6.10200023651123,4669258,4.9159893989563,2020-09-03
6.06400012969971,6.11800003051758,5.94600009918213,5.96400022506714,7285171,4.80481243133545,2020-09-04
5.99599981307983,6.07999992370605,5.98400020599365,6.05600023269653,3729119,4.87892961502075,2020-09-07
6.07800006866455,6.09000015258789,5.9060001373291,5.94399976730347,3955895,4.78869867324829,2020-09-08
5.97399997711182,6.06400012969971,5.94999980926514,6.03599977493286,3999463,4.86281728744507,2020-09-09
6.01000022888184,6.04199981689453,5.96400022506714,6.0019998550415,3805762,4.83542585372925,2020-09-10
6.0019998550415,6.06400012969971,6.0019998550415,6.03599977493286,2287680,4.86281728744507,2020-09-11
6.08199977874756,6.08400011062622,5.9980001449585,6.01999998092651,2925232,4.84992694854736,2020-09-14
6.02400016784668,6.09800004959106,5.99200010299683,6.08599996566772,3431912,4.90309906005859,2020-09-15
6.07000017166138,6.08799982070923,6.01000022888184,6.05399990081787,2847328,4.87731885910034,2020-09-16
6.01000022888184,6.02199983596802,5.97200012207031,5.97800016403198,4534775,4.81609010696411,2020-09-17
5.95599985122681,6.09200000762939,5.94000005722046,6.02199983596802,8103735,4.85153865814209,2020-09-18
5.98799991607666,6.02199983596802,5.84000015258789,5.87599992752075,5678927,4.73391580581665,2020-09-21
5.91200017929077,5.9539999961853,5.84999990463257,5.86199998855591,4928085,4.72263669967651,2020-09-22
5.88800001144409,5.95800018310547,5.88800001144409,5.92000007629395,3854215,4.76936388015747,2020-09-23
5.86399984359741,6.02400016784668,5.8600001335144,5.92799997329712,4637190,4.77580881118774,2020-09-24
5.91200017929077,6.02799987792969,5.91200017929077,6.01800012588501,4868429,4.84831619262695,2020-09-25
6.03999996185303,6.07399988174438,6.01599979400635,6.06199979782104,3537422,4.88376331329346,2020-09-28
6.06799983978271,6.10200023651123,6.02600002288818,6.03399991989136,3214652,4.86120653152466,2020-09-29
6.02199983596802,6.0460000038147,5.97399997711182,5.97399997711182,4485836,4.81286859512329,2020-09-30
6.01399993896484,6.07600021362305,6.00600004196167,6.01399993896484,3539944,4.84509372711182,2020-10-01
5.98199987411499,6.03200006484985,5.96400022506714,6.03000020980835,3112623,4.85798263549805,2020-10-02
6.05800008773804,6.07000017166138,5.99599981307983,6.02799987792969,2147540,4.85637235641479,2020-10-05
6.05000019073486,6.05600023269653,5.92600011825562,5.9539999961853,3892012,4.79675531387329,2020-10-06
5.94999980926514,6.00600004196167,5.91200017929077,5.91200017929077,3457234,4.76291942596436,2020-10-07
5.94000005722046,5.99200010299683,5.91599988937378,5.98799991607666,2846392,4.82414674758911,2020-10-08
5.97599983215332,6.00400018692017,5.91200017929077,5.97399997711182,3424304,4.81286859512329,2020-10-09
6.0019998550415,6.10400009155273,5.96799993515015,6.10400009155273,3780832,4.91760110855103,2020-10-12
6.11999988555908,6.15999984741211,6.06799983978271,6.14200019836426,4945870,4.94821548461914,2020-10-13
6.16200017929077,6.17000007629395,6.10400009155273,6.1560001373291,3365169,4.95949363708496,2020-10-14
6.1399998664856,6.1399998664856,6.01000022888184,6.04400014877319,4454322,4.8692626953125,2020-10-15
6.06400012969971,6.08199977874756,6.01399993896484,6.06799983978271,3599486,4.88859748840332,2020-10-16
6.09600019454956,6.14200019836426,5.99599981307983,6.0019998550415,2241264,4.83542585372925,2020-10-19
6.01200008392334,6.09600019454956,5.99599981307983,6.05999994277954,2715442,4.88215255737305,2020-10-20
6.06400012969971,6.06400012969971,5.89799976348877,5.92000007629395,4616520,4.76936388015747,2020-10-21
5.88600015640259,5.9520001411438,5.85200023651123,5.90999984741211,3499310,4.76130676269531,2020-10-22
5.86399984359741,5.98400020599365,5.86399984359741,5.98000001907349,3182518,4.817702293396,2020-10-23
5.90399980545044,5.98000001907349,5.8899998664856,5.94399976730347,2726981,4.78869867324829,2020-10-26
5.96600008010864,5.96600008010864,5.8600001335144,5.94199991226196,3873982,4.78708744049072,2020-10-27
5.86999988555908,5.92000007629395,5.75,5.78599977493286,7349176,4.66140794754028,2020-10-28
5.78000020980835,5.83599996566772,5.74200010299683,5.76800012588501,4893160,4.64690637588501,2020-10-29
5.71199989318848,5.86199998855591,5.71199989318848,5.80399990081787,5576666,4.67590999603271,2020-10-30
5.82000017166138,5.84800004959106,5.76200008392334,5.82200002670288,4524178,4.69041109085083,2020-11-02
5.82999992370605,5.95800018310547,5.82399988174438,5.95800018310547,3980226,4.79997825622559,2020-11-03
5.90000009536743,6.07000017166138,5.86600017547607,6.05800008773804,5624450,4.88054132461548,2020-11-04
6.05999994277954,6.16800022125244,6.03599977493286,6.10400009155273,4508382,4.91760110855103,2020-11-05
6.07399988174438,6.11600017547607,6.05399990081787,6.09800004959106,2822954,4.91276693344116,2020-11-06
6.14599990844727,6.36600017547607,6.12599992752075,6.26800012588501,9198691,5.04972505569458,2020-11-09
6.26800012588501,6.28000020980835,6.05000019073486,6.17399978637695,7852939,4.97399473190308,2020-11-10
6.17600011825562,6.36399984359741,6.15399980545044,6.33599996566772,6955318,5.10450887680054,2020-11-11
6.31400012969971,6.4060001373291,6.30399990081787,6.34999990463257,6217195,5.11578702926636,2020-11-12
6.34000015258789,6.36199998855591,6.30200004577637,6.30200004577637,4507789,5.0771164894104,2020-11-13
6.34999990463257,6.36399984359741,6.25,6.26599979400635,5339970,5.04811429977417,2020-11-16
6.25799989700317,6.33400011062622,6.25799989700317,6.28200006484985,4587622,5.06100368499756,2020-11-17
6.28200006484985,6.35200023651123,6.26999998092651,6.32000017166138,4274734,5.09161806106567,2020-11-18
6.32999992370605,6.48799991607666,6.31400012969971,6.32200002670288,7417470,5.09322929382324,2020-11-19
6.32800006866455,6.48199987411499,6.32000017166138,6.48199987411499,6539601,5.22213077545166,2020-11-20
6.42199993133545,6.44600009918213,6.23000001907349,6.23000001907349,10180434,5.09049701690674,2020-11-23
6.30000019073486,6.30999994277954,6.23999977111816,6.25400018692017,5963910,5.110107421875,2020-11-24
6.2480001449585,6.28999996185303,6.19999980926514,6.21199989318848,6407386,5.07578897476196,2020-11-25
6.23999977111816,6.26200008392334,6.21000003814697,6.21600008010864,3551865,5.07905864715576,2020-11-26
6.22599983215332,6.33199977874756,6.22599983215332,6.33199977874756,4662149,5.17384004592896,2020-11-27
6.32200002670288,6.3899998664856,6.25400018692017,6.27199983596802,12593288,5.12481546401978,2020-11-30
6.32999992370605,6.32999992370605,6.25,6.25,5814864,5.10683870315552,2020-12-01
6.23999977111816,6.30000019073486,6.15399980545044,6.17000007629395,6362036,5.04147100448608,2020-12-02
6.17999982833862,6.20599985122681,6.0479998588562,6.06199979782104,6560265,4.95322513580322,2020-12-03
6.05399990081787,6.10400009155273,6.05399990081787,6.0939998626709,4800024,4.97937202453613,2020-12-04
6.07000017166138,6.14400005340576,6.04400014877319,6.12200021743774,3869163,5.00225019454956,2020-12-07
6.12400007247925,6.16400003433228,6.07399988174438,6.14400005340576,4505559,5.02022695541382,2020-12-08
6.18200016021729,6.20800018310547,6.10599994659424,6.10599994659424,4994606,4.98917675018311,2020-12-09
6.18800020217896,6.19799995422363,6.09200000762939,6.10799980163574,4783894,4.99081087112427,2020-12-10
6.09999990463257,6.13800001144409,6.0460000038147,6.07800006866455,4594244,4.96629858016968,2020-12-11
6.08199977874756,6.13399982452393,6.05200004577637,6.10400009155273,3448556,4.98754358291626,2020-12-14
6.07999992370605,6.12200021743774,6.07000017166138,6.07000017166138,3841496,4.95976161956787,2020-12-15
6.08400011062622,6.16800022125244,6.07000017166138,6.12599992752075,4543616,5.0055193901062,2020-12-16
6.12599992752075,6.23199987411499,6.10200023651123,6.19999980926514,5975866,5.06598424911499,2020-12-17
6.19399976730347,6.23000001907349,6.1100001335144,6.12400007247925,7071628,5.00388431549072,2020-12-18
6.06400012969971,6.08799982070923,5.94999980926514,5.99399995803833,5915807,4.89766216278076,2020-12-21
6.03200006484985,6.14799976348877,6.01200008392334,6.12200021743774,3505272,5.00225019454956,2020-12-22
6.1560001373291,6.17999982833862,6.14200019836426,6.16400003433228,3131255,5.03656816482544,2020-12-23
6.19000005722046,6.27600002288818,6.17799997329712,6.27600002288818,3144028,5.12808322906494,2020-12-28
6.28000020980835,6.29199981689453,6.23400020599365,6.27799987792969,2670091,5.12971687316895,2020-12-29
6.28800010681152,6.2979998588562,6.25,6.25,3179367,5.10683870315552,2020-12-30
6.31400012969971,6.32800006866455,6.22800016403198,6.23199987411499,4519674,5.09213161468506,2021-01-04
6.24399995803833,6.24599981307983,6.14400005340576,6.15999984741211,4733567,5.03330087661743,2021-01-05
6.17000007629395,6.2519998550415,6.13199996948242,6.24599981307983,5620529,5.10357046127319,2021-01-06
6.28000020980835,6.28999996185303,6.23000001907349,6.23000001907349,4294342,5.09049701690674,2021-01-07
6.27600002288818,6.31400012969971,6.18200016021729,6.20800018310547,5058645,5.07252168655396,2021-01-08
6.17999982833862,6.2480001449585,6.17000007629395,6.21199989318848,4063576,5.07578897476196,2021-01-11
6.21199989318848,6.21199989318848,6.07600021362305,6.07600021362305,5790669,4.96466445922852,2021-01-12
6.07000017166138,6.1399998664856,6.02799987792969,6.13199996948242,6466705,5.01042127609253,2021-01-13
6.13600015640259,6.13600015640259,6.05200004577637,6.08599996566772,5954263,4.97283554077148,2021-01-14
6.06799983978271,6.09200000762939,6.03000020980835,6.09200000762939,5621944,4.97773742675781,2021-01-15
6.04400014877319,6.0939998626709,6.01399993896484,6.0939998626709,3681627,4.97937202453613,2021-01-18
6.09000015258789,6.12400007247925,6.01399993896484,6.02600002288818,4248883,4.92381000518799,2021-01-19
6.02600002288818,6.0939998626709,6.01399993896484,6.0939998626709,3916434,4.97937202453613,2021-01-20
6.10200023651123,6.13199996948242,5.9980001449585,6.02400016784668,5161032,4.92217588424683,2021-01-21
6.01000022888184,6.02799987792969,5.92399978637695,5.98400020599365,5495060,4.88949155807495,2021-01-22
6.03999996185303,6.10599994659424,5.98600006103516,6.08400011062622,5084521,4.97120141983032,2021-01-25
6.09000015258789,6.13800001144409,6.07999992370605,6.13800001144409,4300589,5.01532411575317,2021-01-26
6.14200019836426,6.20800018310547,6.11399984359741,6.19999980926514,6644141,5.06598424911499,2021-01-27
